Sample_ID,Model,System_Prompt,Question,Context,Ground_Truth_Answer,Extract_EN
1476,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Viêm mí mắt là gì?,"- Cảm giác như có gì đó trong mắt bạn (cộm mắt).
- Nóng hoặc cay mắt.
- Chảy nước mắt.
- Ngứa mắt.
- Nhạy cảm với ánh sáng (sợ ánh sáng).
- Mắt hoặc mí mắt sưng và đỏ.
- Nước mắt có bọt hoặc có bọt nhỏ trong đó.
- Mắt bị khô.
- Mí mắt hoặc lông mi sần sùi khi bạn thức dậy.","Viêm mí mắt là tình trạng mi mắt bị viêm nhiễm, thường xuất phát từ các tuyến dầu nhờn rất nhỏ ở gốc lông mi hoặc vi khuẩn có trên da.","Viêm mí mắt là tình trạng mắt bị sưng, đỏ, chảy nước mắt, ngứa, nhạy cảm với ánh sáng, có bọt hoặc bọt nhỏ trong đó, mắt bị khô, mí mắt hoặc lông mi sần sùi khi thức dậy."
1477,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Cái gì gây ra trật khớp vai ra trước?,"Trật khớp vai ra trước là phổ biến nhất, chiếm tới 97% các trường hợp trật khớp vai: - Cơ chế của chấn thương thường là một lực tác động mạnh làm cánh tay duỗi, dạng và xoay ngoài.
- Nó cũng có thể xảy ra với lực từ phía sau xương cánh tay hoặc ngã ở tư thế cánh tay bị kéo quá căng.
- Khi khám, cánh tay thường bị dạng và xoay ra ngoài, mỏm cùng vai lộ rõ.
- Có tới 40% trường hợp trật khớp vai ra trước có tổn thương đi kèm. Bao gồm tổn thương dây thần kinh, rách sụn viền, gãy xương vùng ổ chảo xương vai hoặc chỏm xương cánh tay.","Trật khớp vai ra trước thường do một lực tác động mạnh làm cánh tay duỗi, dạng và xoay ngoài.","Cách tay duỗi, dạng và xoay ngoài."
1478,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bệnh nấm da chân có thể lây lan sang những bộ phận nào của cơ thể?,"Bệnh có thể lây lan sang các bộ phận khác của cơ thể, bao gồm: - Tay: Những người cào gãi hoặc chọc ngoáy vào các vị trí bị nhiễm nấm của bàn chân có thể bị nhiễm trùng tương tự ở một trong hai bàn tay của họ.
- Móng: Các loại nấm liên quan đến bệnh nấm da chân cũng có thể lây nhiễm sang móng chân của bạn. Đây là một vị trí có xu hướng khó điều trị hơn.
- Vùng bẹn: Nấm bẹn thường do cùng một loại nấm gây ra bệnh nấm da chân. Tình trạng nhiễm trùng thường lây lan từ chân đến bẹn vì nấm có thể di chuyển từ tay hoặc trên khăn của bạn.","Bệnh nấm da chân có thể lây lan sang tay, móng và vùng bẹn.","Bệnh nấm da chân có thể lây lan sang các bộ phận khác của cơ thể, bao gồm: - Tay: Những người cào gãi hoặc chọc ngoáy vào các vị trí bị nhiễm nấm của bàn chân có thể bị nhiễm trùng tương tự ở một trong hai bàn tay của họ. - Móng: Các loại nấm liên quan đến bệnh nấm da chân cũng có thể lây nhiễm sang móng chân của bạn. - Vùng bẹn: Nấm bẹn thường do cùng một loại nấm gây ra bệnh nấm da chân."
1479,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Tình trạng dư thừa gastrin có thể gây ra hậu quả gì về sau?,"U tụy nội tiết sản xuất hormone gastrin. Đây là loại hormon tuyến tụy có chức năng kích thích dạ dày tiết ra a xít. Bình thường, môi trường a xít trong dạ dày giúp cơ thể tiêu hóa thức ăn nhanh hơn. Tuy nhiên, việc dư thừa gastrin ở gastrinoma làm tăng nguy cơ loét dạ dày – tá tràng. Nếu không được điều trị, lâu ngày sẽ tạo nguy cơ thủng dạ dày. Tế bào ung thư gastrinoma thường được tìm thấy ở đầu tụy và có khả năng ác tính cao.",Tình trạng dư thừa gastrin có thể làm tăng nguy cơ loét dạ dày - tá tràng và thủng dạ dày nếu không được điều trị kịp thời.,Tình trạng dư thừa gastrin có thể gây ra hậu quả thủng dạ dày nếu không được điều trị.
1480,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Vật lý trị liệu có vai trò gì trong điều trị thoái hóa khớp háng?,"Thay đổi lối sống. Cũng như các loại khớp khác thì ban đầu sẽ không có can thiệp phẫu thuật. Bằng cách thay đổi lối sống, khớp háng sẽ được bảo vệ hơn và làm chậm đi quá trình thoái hóa khớp. - Giảm thiểu các hoạt động làm nặng thêm tình trạng bệnh, ví dụ như leo cầu thang
- Chuyển từ các hoạt động va chạm nhiều (như đi bộ, đánh tennis) sang các hoạt động nhẹ nhàng hơn (như bơi lội, đạp xe). Điều này làm giảm đi sức ép lên khớp háng.
- Giảm cân cũng góp phần giảm sức ép lên khớp háng. Giảm cân giúp giảm đau và cải thiện chức năng của khớp. Vật lý trị liệu: Những bài tập đặc biệt có thể tăng khả năng vận động và độ dẻo dai, cũng như tăng cường sức mạnh của cơ ở chân và háng. Thuốc: Nếu các cơn đau ảnh hưởng đến sinh hoạt hàng ngày, hoặc đau không giảm sau khi sử dụng các biện pháp trên thì thầy thuốc có thể kê cho bạn một số thuốc giúp giảm đau và hạn chế quá trình viêm.","Vật lý trị liệu bao gồm các bài tập đặc biệt giúp tăng khả năng vận động, độ dẻo dai và sức mạnh cơ ở chân và háng.","Vật lý trị liệu giúp tăng khả năng vận động và độ dẻo dai, cũng như tăng cường sức mạnh của cơ ở chân và háng."
1481,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Để có cơ hội sống sót cao nhất, cần làm gì khi gặp trường hợp ngưng tim đột ngột?","Nếu không điều trị ngay lập tức, ngưng tim đột ngột có thể dẫn tới tử vong. Điều trị nhanh chóng, tiếp cận chăm sóc sức khoẻ, vẫn có khả năng sống sót. Bằng cách hồi sức tim phổi, và dùng máy khử rung – hoặc thậm chí là chỉ cần ép tim ngoài lồng ngực – có thể cải thiện cơ hội sống còn đến khi có nhân viên cấp cứu đến.","Gọi dịch vụ cấp cứu ngay lập tức và bắt đầu thực hiện CPR, sử dụng máy khử rung hoặc ép tim ngoài lồng ngực trong khi chờ nhân viên cấp cứu đến.","Để có cơ hội sống sót cao nhất, cần tiếp cận chăm sóc sức khoẻ, hồi sức tim phổi, dùng máy khử rung hoặc thậm chí chỉ cần ép tim ngoài lồng ngực."
1482,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Dạng suy tim mất bù cấp có thể diễn tiến như thế nào?,"Dạng này do rối loạn chức năng của tim trái, thường diễn tiến từ từ (trong vài ngày) với các biểu hiện của sung huyết, tích tụ dịch trong cơ thể như khó thở, phù, tăng cân,…",Dạng suy tim mất bù cấp thường diễn tiến từ từ trong vài ngày với các biểu hiện của sung huyết và tích tụ dịch trong cơ thể.,"Dạng suy tim mất bù cấp có thể diễn tiến từ từ (trong vài ngày) với các biểu hiện của sung huyết, tích tụ dịch trong cơ thể như khó thở, phù, tăng cân,…"
1483,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Ban đỏ khi mắc hội chứng sốc nhiễm độc có đặc điểm gì?,"Các triệu chứng có thể thấy khi người bệnh mắc hội chứng sốc nhiễm độc gồm: - Sốt cao đột ngột.
- Tụt huyết áp.
- Nôn ói hoặc tiêu chảy.
- Nổi ban đỏ như bị bỏng nắng ở khắp cơ thể.
- Lơ mơ.
- Đau cơ.
- Đỏ mắt, miệng và họng.
- Co giật.
- Đau đầu.","Ban đỏ khi mắc hội chứng sốc nhiễm độc nổi lên khắp cơ thể, giống như bị bỏng nắng.",Ban đỏ khi mắc hội chứng sốc nhiễm độc có đặc điểm nổi ban đỏ như bị bỏng nắng ở khắp cơ thể.
1484,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Viêm âm đạo do nấm có thể gây ra những biến chứng nào?,"Bệnh được chia thành hai dạng: biến chứng và không có biến chứng. Nếu có một trong các tình trạng sau, viêm âm đạo được xếp loại có biến chứng: - Các triệu chứng ở mức độ nặng. Viêm đỏ nặng nề âm đạo dẫn đến âm đạo có những vết loét hay vết nứt gây đau.
- Nhiễm nấm tái phát 4 lần hoặc hơn trong một năm.
- Viêm âm đạo do nấm không điển hình, tức không phải do Candida albicans.
- Xảy ra trên phụ nữ mang thai.
- Viêm âm đạo do nấm trên bệnh nhân đái tháo đường không kiểm soát tốt.
- Có tình trạng suy giảm miễn dịch do dùng thuốc hoặc do bệnh lý như HIV.","Viêm âm đạo do nấm có thể gây ra các biến chứng sau: - Các triệu chứng ở mức độ nặng. Viêm đỏ nặng nề âm đạo dẫn đến âm đạo có những vết loét hay vết nứt gây đau. - Nhiễm nấm tái phát 4 lần hoặc hơn trong một năm. - Viêm âm đạo do nấm không điển hình, tức không phải do Candida albicans. - Xảy ra trên phụ nữ mang thai. - Viêm âm đạo do nấm trên bệnh nhân đái tháo đường không kiểm soát tốt. - Có tình trạng suy giảm miễn dịch do dùng thuốc hoặc do bệnh lý như HIV.","Viêm âm đạo do nấm có thể gây ra các biến chứng như: viêm âm đạo nặng nề, nhiễm nấm tái phát 4 lần hoặc hơn trong một năm, viêm âm đạo do nấm không điển hình, viêm âm đạo do nấm trên phụ nữ mang thai, viêm âm đạo do nấm trên bệnh nhân đái tháo đường không kiểm soát tốt, suy giảm miễn dịch do dùng thuốc hoặc do bệnh lý như HIV."
1485,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bệnh có thể được phát hiện như nào?,"Chẩn đoán rối loạn chuyển hóa glucid dựa vào triệu chứng người bệnh đang mắc và các xét nghiệm đường huyết. Bác sĩ sẽ nghi ngờ người bệnh đang mắc rối loạn chuyển hóa đường khi có những triệu chứng sau: - Đi tiểu rất nhiều, kể cả ban đêm.
- Khát nước thường xuyên.
- Mất cân dù không có chế độ kiêng cử.
- Thường xuyên cảm thấy đói bụng.
- Nhìn mờ.
- Tê bàn tay, bàn chân.
- Dễ mệt mỏi.
- Da khô.
- Vết thương lâu lành.
- Dễ mắc các bệnh lý nhiễm trùng.
- Buồn nôn, nôn ói, đau bụng.
- Bất thường đường máu. Nhìn mờ là một trong những triệu chứng nặng nề của bệnh Bệnh có thể phát hiện nhờ vào xét nghiệm đường huyết định kỳ. Nếu bệnh nhân có những triệu chứng nặng nề, có thể chẩn đoán ngay khi có kết quả một lần xét nghiệm. Đối với những đối tượng nguy cơ mắc các bệnh lý di truyền, bác sĩ có thể chỉ định kiểm tra một số enzyme chuyển hóa đường hay gene đặc hiệu.",Bệnh có thể được phát hiện bằng xét nghiệm đường huyết định kỳ.,"Nhìn mờ là một trong những triệu chứng nặng nề của bệnh Bệnh có thể phát hiện nhờ vào xét nghiệm đường huyết định kỳ. Nếu bệnh nhân có những triệu chứng nặng nề, có thể chẩn đoán ngay khi có kết quả một lần xét nghiệm. Đối với những đối tượng nguy cơ mắc các bệnh lý di truyền, bác sĩ có thể chỉ định kiểm tra một số enzyme chuyển hóa đường hay gene đặc hiệu."
1486,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Suy tim mạn là tình trạng như thế nào?,"Suy tim mạn là tình trạng suy giảm mạn tính chức năng tim. Đó là khi bệnh nhân sống chung với một trái tim không còn khoẻ mạnh nữa. Dần dần, bệnh nhân xuất hiện các triệu chứng nặng dần theo thời gian, do chức năng của trái tim ngày càng suy giảm.1",Suy tim mạn là tình trạng suy giảm mạn tính chức năng tim.,Suy tim mạn là tình trạng suy giảm mạn tính chức năng tim.
1487,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Khi nào nên gọi bác sĩ để theo dõi và đánh giá lại bệnh zona thần kinh?,"Việc điều trị tại nhà cũng có thể giúp giảm bớt các triệu chứng của bạn, bao gồm: - Nghỉ ngơi.
- Chườm lạnh, đắp gạc mát lên chỗ nổi ban để giảm đau và ngứa.
- Bôi kem dưỡng da chứa calamine để giảm ngứa.
- Tắm bột yến mạch để giảm đau và ngứa. Bệnh zona thường sẽ hết trong vòng vài tuần và hiếm khi tái phát. Nếu các triệu chứng của không thuyên giảm trong vòng 10 ngày, bạn nên gọi bác sĩ để theo dõi và đánh giá lại.","Khi các triệu chứng của bệnh zona thần kinh không thuyên giảm trong vòng 10 ngày, bạn nên gọi bác sĩ để theo dõi và đánh giá lại.","Nếu các triệu chứng của bệnh zona thần kinh không thuyên giảm trong vòng 10 ngày, bạn nên gọi bác sĩ để theo dõi và đánh giá lại."
1488,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Những sự khác biệt quan trọng giữa bệnh viêm tủy thị thần kinh và bệnh đa xơ cứng?,"Các dấu hiệu của bệnh viêm tủy thị thần kinh được chia thành hai loại. Hãy đến gặp bác sĩ nếu bạn có những triệu chứng sau: - Viêm dây thần kinh thị giác. Đây là tình trạng viêm của dây thần kinh thị – phụ trách dẫn truyền thông tin từ mắt đến não. Bạn có thể đột ngột bị đau mắt. Điều đó có thể dẫn đến các vấn đề như không nhìn rõ hoặc thậm chí là gây mù. Bệnh thường xuất hiện ở một bên mắt, nhưng đôi khi vẫn xuất hiện ở cả hai mắt.
- Viêm tủy ngang. Đây là tình trạng viêm tại tủy sống. Điều này có thể gây ra các triệu chứng ở tay và chân. Chẳng hạn như đau, yếu, tê hoặc thậm chí là liệt. Bệnh cũng có thể gây mất kiểm soát bàng quang và ruột của bạn. Bạn có thể bị buồn nôn, nôn, nấc cụt, cứng cổ hoặc đau đầu. Trẻ em mắc bệnh có thể bị lú lẫn, co giật hoặc hôn mê. Viêm tủy thị thần kinh không phải là bệnh đa xơ cứng Một bệnh khác cũng có thể gây viêm và khiến bạn khó di chuyển là bệnh đa xơ cứng. Các bác sĩ đã từng nghĩ bệnh viêm tủy thị thần kinh là một dạng của bệnh đa xơ cứng. Nhưng những nghiên cứu hiện nay cho thấy chúng có sự khác nhau: - Bệnh đa xơ cứng thường diễn tiến chậm và lâu hơn.
- Có xét nghiệm máu để chẩn đoán bệnh viêm tủy thị thần kinh, nhưng bệnh đa xơ cứng thì không.
- Chụp cộng hưởng từ (MRI) thường bình thường khi bạn bị viêm tủy thị thần kinh lần đầu tiên. Nhưng đối với bệnh đa xơ cứng thì không.
- Bệnh viêm tủy thị thần kinh có thể gây buồn nôn, nôn và nấc cục. Những triệu chứng này không thường gặp trong bệnh đa xơ cứng.","Bệnh đa xơ cứng có diễn tiến chậm và lâu hơn, có xét nghiệm máu để chẩn đoán nhưng bệnh viêm tủy thị thần kinh thì không, chụp cộng hưởng từ (MRI) thường bình thường khi lần đầu bị viêm tủy thị thần kinh, nhưng đối với bệnh đa xơ cứng thì không, và bệnh viêm tủy thị thần kinh thường có buồn nôn, nôn và nấc cụt, trong khi bệnh đa xơ cứng không thường gặp các triệu chứng này.","Bệnh viêm tủy thị thần kinh thường diễn tiến chậm và lâu hơn, có xét nghiệm máu để chẩn đoán bệnh, nhưng bệnh đa xơ cứng thì không."
